OFF_RATING,DEF_RATING,NET_RATING,PACE,OPP_FG_PCT,OPP_FG3_PCT,OPP_REB,OPP_AST,OPP_TOV,RESULT
-7.099999999999994,-8.5,1.4,3.5799999999999983,-0.014000000000000012,0.02999999999999997,6.700000000000003,3.099999999999998,2.0,1
7.099999999999994,8.5,-1.4,-3.5799999999999983,0.014000000000000012,-0.02999999999999997,-6.700000000000003,-3.099999999999998,-2.0,0
0.30000000000001137,-11.200000000000003,11.5,0.9599999999999937,-0.02699999999999997,-0.07,8.200000000000003,-0.6000000000000014,4.4,1
-0.30000000000001137,11.200000000000003,-11.5,-0.9599999999999937,0.02699999999999997,0.07,-8.200000000000003,0.6000000000000014,-4.4,0
-0.8999999999999915,-5.299999999999997,4.5,5.109999999999999,0.010000000000000009,-0.02100000000000002,2.0,0.0,4.5,1
0.8999999999999915,5.299999999999997,-4.5,-5.109999999999999,-0.010000000000000009,0.02100000000000002,-2.0,0.0,-4.5,0
-6.8999999999999915,-9.200000000000003,2.3000000000000003,-1.720000000000013,-0.046999999999999986,-0.02100000000000002,3.3999999999999986,0.5,1.200000000000001,0
6.8999999999999915,9.200000000000003,-2.3000000000000003,1.720000000000013,0.046999999999999986,0.02100000000000002,-3.3999999999999986,-0.5,-1.200000000000001,0
-8.299999999999997,-13.099999999999994,4.8,-5.290000000000006,-0.019999999999999962,-0.0020000000000000018,4.0,-3.3000000000000007,0.5999999999999996,0
8.299999999999997,13.099999999999994,-4.8,5.290000000000006,0.019999999999999962,0.0020000000000000018,-4.0,3.3000000000000007,-0.5999999999999996,0
-12.299999999999997,-12.899999999999991,0.6000000000000001,-1.6000000000000085,-0.0040000000000000036,-0.0020000000000000018,2.299999999999997,1.8999999999999986,3.0999999999999996,1
12.299999999999997,12.899999999999991,-0.6000000000000001,1.6000000000000085,0.0040000000000000036,0.0020000000000000018,-2.299999999999997,-1.8999999999999986,-3.0999999999999996,0
-1.0,-3.0999999999999943,2.2,2.5999999999999943,0.015000000000000013,0.009000000000000008,5.100000000000001,1.8999999999999986,1.3000000000000007,0
1.0,3.0999999999999943,-2.2,-2.5999999999999943,-0.015000000000000013,-0.009000000000000008,-5.100000000000001,-1.8999999999999986,-1.3000000000000007,1
-11.799999999999997,-9.5,-2.3,-4.560000000000002,-0.017000000000000015,0.007000000000000006,1.0,-2.1000000000000014,-1.4999999999999982,0
11.799999999999997,9.5,2.3,4.560000000000002,0.017000000000000015,-0.007000000000000006,-1.0,2.1000000000000014,1.4999999999999982,1
0.5,-4.599999999999994,5.1000000000000005,0.8999999999999915,0.015000000000000013,0.03799999999999998,-3.1000000000000014,1.7999999999999972,-0.6999999999999993,0
-0.5,4.599999999999994,-5.1000000000000005,-0.8999999999999915,-0.015000000000000013,-0.03799999999999998,3.1000000000000014,-1.7999999999999972,0.6999999999999993,0
-10.599999999999994,-8.399999999999991,-2.0999999999999996,4.72999999999999,-0.02799999999999997,-0.04200000000000004,7.0,0.29999999999999716,1.0999999999999996,0
10.599999999999994,8.399999999999991,2.0999999999999996,-4.72999999999999,0.02799999999999997,0.04200000000000004,-7.0,-0.29999999999999716,-1.0999999999999996,1
-4.699999999999989,-6.799999999999997,2.1,-1.960000000000008,0.008000000000000007,0.01200000000000001,3.1000000000000014,-2.400000000000002,3.4000000000000004,0
4.699999999999989,6.799999999999997,-2.1,1.960000000000008,-0.008000000000000007,-0.01200000000000001,-3.1000000000000014,2.400000000000002,-3.4000000000000004,1
-5.799999999999997,-12.099999999999994,6.3,-3.010000000000005,-0.014000000000000012,0.014000000000000012,-1.7999999999999972,0.5999999999999979,3.0999999999999996,0
